Date,Time,Latitude,Longitude,Type,Depth,Depth Error,Depth Seismic Stations,Magnitude,Magnitude Type,Magnitude Error,Magnitude Seismic Stations,Azimuthal Gap,Horizontal Distance,Horizontal Error,Root Mean Square,ID,Source,Location Source,Magnitude Source,Status
05/23/1966,14:22:32,13.894,146.41,Earthquake,25,,,5.7,MW,,,,,,,ISCGEM847731,ISCGEM,ISCGEM,ISCGEM,Automatic
05/25/1966,08:29:03,-6.384,131.044,Earthquake,65,,,5.7,MW,,,,,,,ISCGEM847783,ISCGEM,ISCGEM,ISCGEM,Automatic
05/25/1966,12:07:07,-21.658,169.814,Earthquake,35,,,5.7,MW,,,,,,,ISCGEM847787,ISCGEM,ISCGEM,ISCGEM,Automatic
05/25/1966,13:20:54,-52.772,160.124,Earthquake,10,,,6.1,MW,,,,,,,ISCGEM847789,ISCGEM,ISCGEM,ISCGEM,Automatic
05/28/1966,00:03:59,24.274,122.631,Earthquake,50,,,5.8,MW,,,,,,,ISCGEM847878,ISCGEM,ISCGEM,ISCGEM,Automatic
06/01/1966,11:47:33,-23.461,-174.657,Earthquake,15,,,5.8,MW,,,,,,,ISCGEM845999,ISCGEM,ISCGEM,ISCGEM,Automatic
06/02/1966,03:27:52,50.993,175.957,Earthquake,20.6,,,5.5,MW,,,,,,,ISCGEM846023,ISCGEM,ISCGEM,ISCGEM,Automatic
06/02/1966,07:08:05,-0.047,123.13,Earthquake,140,,,5.8,MW,,,,,,,ISCGEM846032,ISCGEM,ISCGEM,ISCGEM,Automatic
06/04/1966,23:48:20,46.418,152.735,Earthquake,39.1,,,6,MW,,,,,,,ISCGEM846123,ISCGEM,ISCGEM,ISCGEM,Automatic
06/06/1966,01:45:43,-14.929,167.839,Earthquake,15,,,5.6,MW,,,,,,,ISCGEM846173,ISCGEM,ISCGEM,ISCGEM,Automatic
06/06/1966,07:46:17,36.421,71.224,Earthquake,215.6,,,6.6,MW,,,,,,,ISCGEM846184,ISCGEM,ISCGEM,ISCGEM,Automatic
06/06/1966,20:47:10,9.528,126.505,Earthquake,25,,,6,MW,,,,,,,ISCGEM846202,ISCGEM,ISCGEM,ISCGEM,Automatic
06/07/1966,00:59:46,-14.828,-75.835,Earthquake,20,,,6.2,MW,,,,,,,ISCGEM846209,ISCGEM,ISCGEM,ISCGEM,Automatic
06/07/1966,11:44:52,24.328,122.66,Earthquake,35,,,5.6,MW,,,,,,,ISCGEM846229,ISCGEM,ISCGEM,ISCGEM,Automatic
06/07/1966,13:59:36,11.323,139.593,Earthquake,35,,,6.8,MW,,,,,,,ISCGEM846232,ISCGEM,ISCGEM,ISCGEM,Automatic
06/09/1966,15:39:27,44.238,147.766,Earthquake,93.2,,,5.7,MW,,,,,,,ISCGEM846291,ISCGEM,ISCGEM,ISCGEM,Automatic
06/11/1966,18:13:38,51.399,-178.35,Earthquake,35,,,5.6,MW,,,,,,,ISCGEM846361,ISCGEM,ISCGEM,ISCGEM,Automatic
06/13/1966,07:33:13,-21.242,174.342,Earthquake,25,,,6.1,MW,,,,,,,ISCGEM846407,ISCGEM,ISCGEM,ISCGEM,Automatic
06/13/1966,18:08:37,-12.191,167.132,Earthquake,241.6,,,6.7,MW,,,,,,,ISCGEM846422,ISCGEM,ISCGEM,ISCGEM,Automatic
06/15/1966,00:59:50,-10.318,161.006,Earthquake,45,,,7.1,MW,,,,,,,ISCGEM846454,ISCGEM,ISCGEM,ISCGEM,Automatic
06/15/1966,01:32:58,-10.061,161.149,Earthquake,45,,,6.8,MW,,,,,,,ISCGEMSUP846458,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
06/15/1966,06:13:54,-10.033,160.937,Earthquake,45,,,5.9,MW,,,,,,,ISCGEM846480,ISCGEM,ISCGEM,ISCGEM,Automatic
06/15/1966,16:36:29,-10.172,160.85,Earthquake,45,,,5.7,MW,,,,,,,ISCGEM846506,ISCGEM,ISCGEM,ISCGEM,Automatic
06/21/1966,00:43:17,-11.022,165.171,Earthquake,30,,,5.8,MW,,,,,,,ISCGEM846688,ISCGEM,ISCGEM,ISCGEM,Automatic
06/21/1966,23:06:31,50.164,157.767,Earthquake,45.5,,,5.5,MW,,,,,,,ISCGEM846719,ISCGEM,ISCGEM,ISCGEM,Automatic
06/22/1966,20:29:07,-7.24,124.583,Earthquake,531.8,,,7,MW,,,,,,,ISCGEM846755,ISCGEM,ISCGEM,ISCGEM,Automatic
06/23/1966,05:01:43,43.726,140.19,Earthquake,225,,,5.6,MW,,,,,,,ISCGEM846760,ISCGEM,ISCGEM,ISCGEM,Automatic
06/27/1966,10:41:09,29.504,80.845,Earthquake,25.9,,,6,MW,,,,,,,ISCGEM846868,ISCGEM,ISCGEM,ISCGEM,Automatic
06/27/1966,10:49:49,29.543,80.915,Earthquake,25,,,5.7,MW,,,,,,,ISCGEM846870,ISCGEM,ISCGEM,ISCGEM,Automatic
06/27/1966,10:59:19,29.706,80.935,Earthquake,25,,,6.3,MW,,,,,,,ISCGEM846871,ISCGEM,ISCGEM,ISCGEM,Automatic
06/27/1966,21:47:11,-38.36,177.139,Earthquake,115,,,5.6,MW,,,,,,,ISCGEM846885,ISCGEM,ISCGEM,ISCGEM,Automatic
06/29/1966,21:46:57,-13.794,166.644,Earthquake,45,,,6,MW,,,,,,,ISCGEM847002,ISCGEM,ISCGEM,ISCGEM,Automatic
07/01/1966,05:50:40,24.739,122.414,Earthquake,112.5,,,6.4,MW,,,,,,,ISCGEM845124,ISCGEM,ISCGEM,ISCGEM,Automatic
07/04/1966,02:55:37,51.745,176.296,Earthquake,30,,,5.8,MW,,,,,,,ISCGEM845199,ISCGEM,ISCGEM,ISCGEM,Automatic
07/04/1966,18:33:40,51.826,179.778,Earthquake,15,,,6.8,MW,,,,,,,ISCGEM845214,ISCGEM,ISCGEM,ISCGEM,Automatic
07/05/1966,02:21:43,51.867,-179.88,Earthquake,15,,,5.8,MW,,,,,,,ISCGEM845228,ISCGEM,ISCGEM,ISCGEM,Automatic
07/10/1966,16:12:44,24.303,125.186,Earthquake,35.6,,,6.1,MW,,,,,,,ISCGEM845391,ISCGEM,ISCGEM,ISCGEM,Automatic
07/11/1966,22:45:56,-19.474,-173.254,Earthquake,25,,,6,MW,,,,,,,ISCGEM845433,ISCGEM,ISCGEM,ISCGEM,Automatic
07/12/1966,18:53:11,44.707,37.272,Earthquake,39.3,,,5.7,MW,,,,,,,ISCGEM845457,ISCGEM,ISCGEM,ISCGEM,Automatic
07/19/1966,01:40:56,56.241,164.754,Earthquake,15,,,6.4,MW,,,,,,,ISCGEM845621,ISCGEM,ISCGEM,ISCGEM,Automatic
07/19/1966,19:20:33,51.748,-173.478,Earthquake,29.7,,,5.6,MW,,,,,,,ISCGEM845645,ISCGEM,ISCGEM,ISCGEM,Automatic
07/21/1966,18:30:16,-17.757,-178.55,Earthquake,594.4,,,6.4,MW,,,,,,,ISCGEM845714,ISCGEM,ISCGEM,ISCGEM,Automatic
07/22/1966,10:17:22,51.664,-173.677,Earthquake,31.3,,,5.7,MW,,,,,,,ISCGEM845727,ISCGEM,ISCGEM,ISCGEM,Automatic
07/27/1966,04:49:01,-24.16,-70.082,Earthquake,33.5,,,5.8,MW,,,,,,,ISCGEM845846,ISCGEM,ISCGEM,ISCGEM,Automatic
08/01/1966,19:09:56,29.937,68.778,Earthquake,20.2,,,6,MW,,,,,,,ISCGEM844039,ISCGEM,ISCGEM,ISCGEM,Automatic
08/01/1966,20:30:58,29.906,68.681,Earthquake,25,,,6.2,MW,,,,,,,ISCGEM844042,ISCGEM,ISCGEM,ISCGEM,Automatic
08/01/1966,21:03:02,29.988,68.588,Earthquake,25,,,6.9,MW,,,,,,,ISCGEM844044,ISCGEM,ISCGEM,ISCGEM,Automatic
08/05/1966,04:33:02,-10.987,162.767,Earthquake,35,,,5.7,MW,,,,,,,ISCGEM844147,ISCGEM,ISCGEM,ISCGEM,Automatic
08/07/1966,02:13:04,50.513,-171.301,Earthquake,19.7,,,6.9,MW,,,,,,,ISCGEM844214,ISCGEM,ISCGEM,ISCGEM,Automatic
08/07/1966,03:07:16,-10.692,161.237,Earthquake,35,,,5.6,MW,,,,,,,ISCGEM844216,ISCGEM,ISCGEM,ISCGEM,Automatic
08/07/1966,17:36:12,31.0395,-113.7773333,Earthquake,6,31.61,13,6.35,ML,0.123,4,335,,99,0.6,CI3330114,CI,CI,CI,Reviewed
08/08/1966,08:02:47,19.279,-108.27,Earthquake,30,,,6,MW,,,,,,,ISCGEM844250,ISCGEM,ISCGEM,ISCGEM,Automatic
08/10/1966,05:01:10,-20.161,-175.228,Earthquake,98.8,,,6,MW,,,,,,,ISCGEM844300,ISCGEM,ISCGEM,ISCGEM,Automatic
08/11/1966,23:25:39,-23.495,-175.808,Earthquake,35,,,5.9,MW,,,,,,,ISCGEM844371,ISCGEM,ISCGEM,ISCGEM,Automatic
08/12/1966,20:16:59,52.563,-161.63,Earthquake,17.2,,,5.8,MW,,,,,,,ISCGEM844397,ISCGEM,ISCGEM,ISCGEM,Automatic
08/15/1966,02:15:32,28.565,78.961,Earthquake,27,,,5.6,MW,,,,,,,ISCGEM844491,ISCGEM,ISCGEM,ISCGEM,Automatic
08/15/1966,02:45:36,13.295,121.467,Earthquake,19.8,,,6,MW,,,,,,,ISCGEM844493,ISCGEM,ISCGEM,ISCGEM,Automatic
08/15/1966,10:20:40,3.487,64.014,Earthquake,10,,,6,MW,,,,,,,ISCGEM844503,ISCGEM,ISCGEM,ISCGEM,Automatic
08/16/1966,02:16:20,36.395,70.903,Earthquake,196.4,,,5.8,MW,,,,,,,ISCGEM844522,ISCGEM,ISCGEM,ISCGEM,Automatic
08/16/1966,18:02:36,37.38,-114.157,Earthquake,10,,,5.7,MW,,,,,,,ISCGEM844550,ISCGEM,ISCGEM,ISCGEM,Automatic
08/16/1966,19:45:38,-21.343,171.484,Earthquake,15,,,6.2,MW,,,,,,,ISCGEM844553,ISCGEM,ISCGEM,ISCGEM,Automatic
08/17/1966,19:54:10,-5.026,125.119,Earthquake,540,,,5.7,MW,,,,,,,ISCGEM844607,ISCGEM,ISCGEM,ISCGEM,Automatic
08/17/1966,20:58:39,52.156,175.053,Earthquake,41.9,,,5.6,MW,,,,,,,ISCGEM844608,ISCGEM,ISCGEM,ISCGEM,Automatic
08/18/1966,10:33:16,14.478,-91.84,Earthquake,68.4,,,5.8,MW,,,,,,,ISCGEM844633,ISCGEM,ISCGEM,ISCGEM,Automatic
08/18/1966,14:34:02,-0.111,125.071,Earthquake,55,,,6.1,MW,,,,,,,ISCGEM844645,ISCGEM,ISCGEM,ISCGEM,Automatic
08/18/1966,14:37:55,-0.007,125.026,Earthquake,32.5,,,6,MW,,,,,,,ISCGEM844646,ISCGEM,ISCGEM,ISCGEM,Automatic
08/19/1966,12:22:12,39.235,41.572,Earthquake,24.7,,,6.8,MW,,,,,,,ISCGEM844692,ISCGEM,ISCGEM,ISCGEM,Automatic
08/20/1966,07:43:29,-3.195,-77.166,Earthquake,113.3,,,5.7,MW,,,,,,,ISCGEM844729,ISCGEM,ISCGEM,ISCGEM,Automatic
08/20/1966,09:32:32,42.981,140.708,Earthquake,159.4,,,5.8,MW,,,,,,,ISCGEM844732,ISCGEM,ISCGEM,ISCGEM,Automatic
08/20/1966,11:59:13,39.438,41.094,Earthquake,25,,,6.2,MW,,,,,,,ISCGEM844740,ISCGEM,ISCGEM,ISCGEM,Automatic
08/20/1966,22:55:02,-23.734,-175.678,Earthquake,35,,,6.1,MW,,,,,,,ISCGEM844758,ISCGEM,ISCGEM,ISCGEM,Automatic
08/21/1966,05:00:25,8.48,126.645,Earthquake,35,,,6,MW,,,,,,,ISCGEM844769,ISCGEM,ISCGEM,ISCGEM,Automatic
08/22/1966,17:02:06,-1.741,134.06,Earthquake,25,,,5.9,MW,,,,,,,ISCGEM844815,ISCGEM,ISCGEM,ISCGEM,Automatic
08/22/1966,17:42:09,-22.499,170.742,Earthquake,20,,,6.3,MW,,,,,,,ISCGEM844816,ISCGEM,ISCGEM,ISCGEM,Automatic
08/23/1966,18:22:16,23.873,123.228,Earthquake,25,,,5.7,MW,,,,,,,ISCGEM844855,ISCGEM,ISCGEM,ISCGEM,Automatic
08/26/1966,00:51:52,-27.693,-177.185,Earthquake,55,,,5.8,MW,,,,,,,ISCGEM844923,ISCGEM,ISCGEM,ISCGEM,Automatic
08/26/1966,09:06:50,-22.128,170.04,Earthquake,10,,,6,MW,,,,,,,ISCGEM844936,ISCGEM,ISCGEM,ISCGEM,Automatic
08/28/1966,07:29:42,-36.094,178.575,Earthquake,170,,,5.7,MW,,,,,,,ISCGEM845004,ISCGEM,ISCGEM,ISCGEM,Automatic
08/30/1966,20:20:54,61.197,-147.781,Earthquake,29.6,,,5.6,MW,,,,,,,ISCGEM845076,ISCGEM,ISCGEM,ISCGEM,Automatic
09/08/1966,21:15:56,2.388,128.49,Earthquake,115,,,7.7,MW,,,,,,,ISCGEMSUP843229,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
09/08/1966,21:55:41,45.401,150.549,Earthquake,35,,,5.6,MW,,,,,,,ISCGEM843231,ISCGEM,ISCGEM,ISCGEM,Automatic
09/11/1966,17:38:05,6.761,-72.976,Earthquake,161.1,,,5.9,MW,,,,,,,ISCGEM843332,ISCGEM,ISCGEM,ISCGEM,Automatic
09/12/1966,11:29:37,-22.987,170.75,Earthquake,15,,,6.3,MW,,,,,,,ISCGEM843345,ISCGEM,ISCGEM,ISCGEM,Automatic
09/12/1966,16:41:04,39.385,-120.252,Earthquake,10,,,5.9,MW,,,,,,,ISCGEM843363,ISCGEM,ISCGEM,ISCGEM,Automatic
09/14/1966,23:18:42,-60.244,-27.199,Earthquake,20,,,6.7,MW,,,,,,,ISCGEM843497,ISCGEM,ISCGEM,ISCGEM,Automatic
09/15/1966,11:51:56,-60.256,-26.922,Earthquake,20,,,6.2,MW,,,,,,,ISCGEM843527,ISCGEM,ISCGEM,ISCGEM,Automatic
09/15/1966,17:10:47,22.924,121.507,Earthquake,30,,,6.2,MW,,,,,,,ISCGEM843541,ISCGEM,ISCGEM,ISCGEM,Automatic
09/18/1966,20:43:56,27.775,54.227,Earthquake,20,,,5.7,MW,,,,,,,ISCGEM843661,ISCGEM,ISCGEM,ISCGEM,Automatic
09/25/1966,06:02:29,18.261,-100.985,Earthquake,80.3,,,6,MW,,,,,,,ISCGEMSUP843852,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
09/26/1966,05:10:57,27.419,92.576,Earthquake,14.4,,,5.9,MW,,,,,,,ISCGEM843878,ISCGEM,ISCGEM,ISCGEM,Automatic
09/28/1966,14:00:24,27.412,100.103,Earthquake,20,,,6.3,MW,,,,,,,ISCGEM843964,ISCGEM,ISCGEM,ISCGEM,Automatic
10/07/1966,15:55:10,-21.558,170.596,Earthquake,150,,,6.9,MW,,,,,,,ISCGEM842266,ISCGEM,ISCGEM,ISCGEM,Automatic
10/07/1966,20:55:57,61.58,-150.126,Earthquake,55,,,5.6,MW,,,,,,,ISCGEMSUP842271,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
10/08/1966,00:12:17,-16.654,-177.279,Earthquake,15,,,6.1,MW,,,,,,,ISCGEM842278,ISCGEM,ISCGEM,ISCGEM,Automatic
10/11/1966,06:25:55,-60.354,-26.485,Earthquake,20,,,6.1,MW,,,,,,,ISCGEM842387,ISCGEM,ISCGEM,ISCGEM,Automatic
10/12/1966,00:06:38,-11.793,121.601,Earthquake,20,,,6,MW,,,,,,,ISCGEM842427,ISCGEM,ISCGEM,ISCGEM,Automatic
10/12/1966,04:22:17,-31.241,-177.747,Earthquake,25,,,5.8,MW,,,,,,,ISCGEM842435,ISCGEM,ISCGEM,ISCGEM,Automatic
10/16/1966,09:13:28,29.734,142.669,Earthquake,15,,,5.7,MW,,,,,,,ISCGEM842540,ISCGEM,ISCGEM,ISCGEM,Automatic
10/16/1966,12:55:32,-56.111,-27.62,Earthquake,100,,,5.7,MW,,,,,,,ISCGEMSUP842546,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
10/17/1966,21:42:00,-10.665,-78.228,Earthquake,40,,,8.1,MW,,,,,,,ISCGEM842581,ISCGEM,ISCGEM,ISCGEM,Automatic
10/19/1966,08:01:34,-1.571,-15.611,Earthquake,15,,,7,MW,,,,,,,ISCGEM842636,ISCGEM,ISCGEM,ISCGEM,Automatic
10/26/1966,18:28:55,-18.319,167.58,Earthquake,35,,,5.7,MW,,,,,,,ISCGEM842829,ISCGEM,ISCGEM,ISCGEM,Automatic
10/27/1966,14:21:03,22.232,145.978,Earthquake,10,,,6.7,MW,,,,,,,ISCGEM842858,ISCGEM,ISCGEM,ISCGEM,Automatic
10/29/1966,02:39:29,38.796,21.242,Earthquake,25,,,5.9,MW,,,,,,,ISCGEM842893,ISCGEM,ISCGEM,ISCGEM,Automatic
11/03/1966,16:24:33,19.102,-67.878,Earthquake,26.5,,,6,MW,,,,,,,ISCGEM841257,ISCGEM,ISCGEM,ISCGEM,Automatic
11/05/1966,12:45:14,-15.37,-175.109,Earthquake,15,,,6.4,MW,,,,,,,ISCGEM841338,ISCGEM,ISCGEM,ISCGEM,Automatic
11/10/1966,03:02:34,-31.973,-68.301,Earthquake,113,,,6.1,MW,,,,,,,ISCGEM841463,ISCGEM,ISCGEM,ISCGEM,Automatic
11/11/1966,15:31:05,52.141,-169.158,Earthquake,29.2,,,5.6,MW,,,,,,,ISCGEM841495,ISCGEM,ISCGEM,ISCGEM,Automatic
11/12/1966,11:50:33,-23.822,-67.863,Earthquake,135,,,5.6,MW,,,,,,,ISCGEM841521,ISCGEM,ISCGEM,ISCGEM,Automatic
11/12/1966,12:49:44,41.746,144.389,Earthquake,32.5,,,6,MW,,,,,,,ISCGEM841525,ISCGEM,ISCGEM,ISCGEM,Automatic
11/12/1966,18:45:03,-15.681,167.258,Earthquake,35,,,6.3,MW,,,,,,,ISCGEM841539,ISCGEM,ISCGEM,ISCGEM,Automatic
11/13/1966,02:51:54,17.042,-61.885,Earthquake,79.4,,,5.6,MW,,,,,,,ISCGEM841551,ISCGEM,ISCGEM,ISCGEM,Automatic
11/22/1966,06:29:54,48.019,146.857,Earthquake,460,,,5.9,MW,,,,,,,ISCGEM841833,ISCGEM,ISCGEM,ISCGEM,Automatic
11/22/1966,07:01:12,-57.964,-25.518,Earthquake,35,,,5.8,MW,,,,,,,ISCGEM841835,ISCGEM,ISCGEM,ISCGEM,Automatic
11/23/1966,02:19:13,-14.851,167.051,Earthquake,35,,,5.9,MW,,,,,,,ISCGEM841861,ISCGEM,ISCGEM,ISCGEM,Automatic
11/26/1966,02:18:19,-25.563,-70.497,Earthquake,51.8,,,5.7,MW,,,,,,,ISCGEM841931,ISCGEM,ISCGEM,ISCGEM,Automatic
11/28/1966,07:32:53,6.6,-82.746,Earthquake,16.7,,,5.6,MW,,,,,,,ISCGEM841997,ISCGEM,ISCGEM,ISCGEM,Automatic
12/01/1966,04:56:59,-13.954,167.045,Earthquake,125,,,6.8,MW,,,,,,,ISCGEM840322,ISCGEM,ISCGEM,ISCGEM,Automatic
12/02/1966,09:31:18,3.251,128.174,Earthquake,75,,,5.7,MW,,,,,,,ISCGEM840351,ISCGEM,ISCGEM,ISCGEM,Automatic
12/07/1966,17:17:43,44.475,151.655,Earthquake,15,,,5.9,MW,,,,,,,ISCGEM840480,ISCGEM,ISCGEM,ISCGEM,Automatic
12/10/1966,13:06:35,14.351,-91.963,Earthquake,70,,,5.7,MW,,,,,,,ISCGEM840559,ISCGEM,ISCGEM,ISCGEM,Automatic
12/10/1966,18:08:15,-3.424,145.703,Earthquake,25,,,6.3,MW,,,,,,,ISCGEM840572,ISCGEM,ISCGEM,ISCGEM,Automatic
12/14/1966,21:07:53,-4.928,144.05,Earthquake,65,,,6.3,MW,,,,,,,ISCGEM840677,ISCGEM,ISCGEM,ISCGEM,Automatic
12/15/1966,02:08:05,21.487,94.322,Earthquake,94.3,,,5.7,MW,,,,,,,ISCGEM840682,ISCGEM,ISCGEM,ISCGEM,Automatic
12/16/1966,20:52:18,29.535,80.823,Earthquake,20,,,5.7,MW,,,,,,,ISCGEM840723,ISCGEM,ISCGEM,ISCGEM,Automatic
12/20/1966,12:26:55,-26.123,-63.152,Earthquake,578,,,6.3,MW,,,,,,,ISCGEM840814,ISCGEM,ISCGEM,ISCGEM,Automatic
12/20/1966,15:30:01,37.3021667,-116.4083333,Nuclear Explosion,1.2,31.61,16,5.62,ML,0.245,10,261,1.476,99,0.86,CI3329931,CI,CI,CI,Reviewed
12/21/1966,08:51:59,-19.98,169.834,Earthquake,230,,,6.3,MW,,,,,,,ISCGEM840839,ISCGEM,ISCGEM,ISCGEM,Automatic
12/23/1966,15:50:21,-7.039,148.256,Earthquake,30,,,6.6,MW,,,,,,,ISCGEM840923,ISCGEM,ISCGEM,ISCGEM,Automatic
12/27/1966,01:22:18,37.126,141.202,Earthquake,55.3,,,5.6,MW,,,,,,,ISCGEM841004,ISCGEM,ISCGEM,ISCGEM,Automatic
12/28/1966,08:18:07,-25.494,-70.55,Earthquake,25,,,7.7,MW,,,,,,,ISCGEM841046,ISCGEM,ISCGEM,ISCGEM,Automatic
12/29/1966,22:16:21,-32.838,-111.783,Earthquake,10,,,5.6,MW,,,,,,,ISCGEM841113,ISCGEM,ISCGEM,ISCGEM,Automatic
12/31/1966,18:23:09,-12.091,166.552,Earthquake,55,,,7.8,MW,,,,,,,ISCGEM841173,ISCGEM,ISCGEM,ISCGEM,Automatic
12/31/1966,22:15:19,-12.326,166.491,Earthquake,35,,,7.1,MW,,,,,,,ISCGEM841184,ISCGEM,ISCGEM,ISCGEM,Automatic
01/01/1967,07:05:51,-15.237,-173.608,Earthquake,30,,,6.5,MW,,,,,,,ISCGEM839215,ISCGEM,ISCGEM,ISCGEM,Automatic
01/01/1967,21:59:00,-11.2,165.416,Earthquake,30,,,5.9,MW,,,,,,,ISCGEM839250,ISCGEM,ISCGEM,ISCGEM,Automatic
01/02/1967,09:47:54,-10.187,28.424,Earthquake,29.1,,,5.6,MW,,,,,,,ISCGEM839280,ISCGEM,ISCGEM,ISCGEM,Automatic
01/02/1967,20:00:00,-12.347,166.221,Earthquake,30,,,6,MW,,,,,,,ISCGEM839302,ISCGEM,ISCGEM,ISCGEM,Automatic
01/03/1967,05:35:49,-11.093,165.668,Earthquake,30,,,6.1,MW,,,,,,,ISCGEM839323,ISCGEM,ISCGEM,ISCGEM,Automatic
01/03/1967,11:05:17,-11.112,165.536,Earthquake,30,,,5.6,MW,,,,,,,ISCGEM839333,ISCGEM,ISCGEM,ISCGEM,Automatic
01/03/1967,21:23:23,-12.376,166.473,Earthquake,30,,,5.8,MW,,,,,,,ISCGEM839363,ISCGEM,ISCGEM,ISCGEM,Automatic
01/04/1967,03:41:37,20.318,120.114,Earthquake,21.6,,,5.6,MW,,,,,,,ISCGEM839377,ISCGEM,ISCGEM,ISCGEM,Automatic
01/04/1967,20:16:00,10.881,-62.33,Earthquake,92.6,,,5.5,MW,,,,,,,ISCGEM839405,ISCGEM,ISCGEM,ISCGEM,Automatic
01/05/1967,00:14:41,48.168,103.036,Earthquake,13.2,,,7,MW,,,,,,,ISCGEM839412,ISCGEM,ISCGEM,ISCGEM,Automatic
01/05/1967,00:42:12,48.477,103.021,Earthquake,17.5,,,5.8,MW,,,,,,,ISCGEMSUP839413,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
01/05/1967,23:58:20,48.04,103.013,Earthquake,17.5,,,5.9,MW,,,,,,,ISCGEM839458,ISCGEM,ISCGEM,ISCGEM,Automatic
01/06/1967,00:04:06,41.878,143.482,Earthquake,39.3,,,5.9,MW,,,,,,,ISCGEM839459,ISCGEM,ISCGEM,ISCGEM,Automatic
01/06/1967,10:03:05,-1.461,126.477,Earthquake,30,,,5.6,MW,,,,,,,ISCGEM839476,ISCGEM,ISCGEM,ISCGEM,Automatic
01/07/1967,00:27:24,-48.873,112.803,Earthquake,15,,,6,MW,,,,,,,ISCGEM839499,ISCGEM,ISCGEM,ISCGEM,Automatic
01/07/1967,13:34:46,11.854,142.866,Earthquake,15,,,5.7,MW,,,,,,,ISCGEM839516,ISCGEM,ISCGEM,ISCGEM,Automatic
01/11/1967,05:54:03,-0.149,120.033,Earthquake,35,,,5.7,MW,,,,,,,ISCGEM839637,ISCGEM,ISCGEM,ISCGEM,Automatic
01/11/1967,11:20:48,33.989,45.738,Earthquake,35,,,6.1,MW,,,,,,,ISCGEM839648,ISCGEM,ISCGEM,ISCGEM,Automatic
01/13/1967,13:48:14,-10.515,161.406,Earthquake,40,,,6.2,MW,,,,,,,ISCGEM839723,ISCGEM,ISCGEM,ISCGEM,Automatic
01/16/1967,14:26:29,-11.248,165.623,Earthquake,30,,,6,MW,,,,,,,ISCGEM839817,ISCGEM,ISCGEM,ISCGEM,Automatic
01/17/1967,01:07:55,-27.335,-63.204,Earthquake,590.9,,,6.2,MW,,,,,,,ISCGEM839838,ISCGEM,ISCGEM,ISCGEM,Automatic
01/17/1967,11:59:33,38.244,142.152,Earthquake,45.8,,,6.6,MW,,,,,,,ISCGEM839857,ISCGEM,ISCGEM,ISCGEM,Automatic
01/18/1967,05:34:37,56.564,120.947,Earthquake,25,,,5.5,MW,,,,,,,ISCGEM839881,ISCGEM,ISCGEM,ISCGEM,Automatic
01/18/1967,08:18:23,52.565,-168.501,Earthquake,26,,,5.9,MW,,,,,,,ISCGEM839889,ISCGEM,ISCGEM,ISCGEM,Automatic
01/19/1967,12:38:31,-11.903,166.494,Earthquake,140,,,5.9,MW,,,,,,,ISCGEM839939,ISCGEM,ISCGEM,ISCGEM,Automatic
01/20/1967,01:57:23,48.105,103.064,Earthquake,20,,,6.4,MW,,,,,,,ISCGEM839966,ISCGEM,ISCGEM,ISCGEM,Automatic
01/21/1967,02:54:04,-49.917,-114.881,Earthquake,25,,,6.3,MW,,,,,,,ISCGEM840000,ISCGEM,ISCGEM,ISCGEM,Automatic
01/23/1967,20:25:40,19.973,-109.129,Earthquake,30,,,6,MW,,,,,,,ISCGEM840075,ISCGEM,ISCGEM,ISCGEM,Automatic
01/24/1967,03:05:40,41.5,142.2,Earthquake,68,,,5.7,MW,,,,,,,ISCGEM840088,ISCGEM,ISCGEM,ISCGEM,Automatic
01/24/1967,09:29:11,-0.922,-21.081,Earthquake,10,,,6.5,MW,,,,,,,ISCGEM840094,ISCGEM,ISCGEM,ISCGEM,Automatic
01/25/1967,01:50:20,36.715,71.625,Earthquake,273.2,,,6,MW,,,,,,,ISCGEM840114,ISCGEM,ISCGEM,ISCGEM,Automatic
01/28/1967,13:53:00,52.45,-169.603,Earthquake,35,,,6.8,MW,,,,,,,ISCGEM840198,ISCGEM,ISCGEM,ISCGEM,Automatic
01/28/1967,16:31:23,52.288,-169.353,Earthquake,35,,,5.6,MW,,,,,,,ISCGEM840211,ISCGEM,ISCGEM,ISCGEM,Automatic
01/28/1967,17:42:02,52.242,-169.468,Earthquake,39.9,,,5.8,MW,,,,,,,ISCGEM840218,ISCGEM,ISCGEM,ISCGEM,Automatic
01/30/1967,21:05:30,26.107,96.115,Earthquake,25,,,5.6,MW,,,,,,,ISCGEM840292,ISCGEM,ISCGEM,ISCGEM,Automatic
01/31/1967,13:37:32,2.619,-84.363,Earthquake,10,,,5.6,MW,,,,,,,ISCGEM840310,ISCGEM,ISCGEM,ISCGEM,Automatic
02/02/1967,06:25:49,-57.94,-25.663,Earthquake,65,,,6.1,MW,,,,,,,ISCGEM838453,ISCGEM,ISCGEM,ISCGEM,Automatic
02/03/1967,12:48:09,-5.542,110.478,Earthquake,550,,,5.6,MW,,,,,,,ISCGEM838491,ISCGEM,ISCGEM,ISCGEM,Automatic
